ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
2554,D,Road,5,2,255,6,low,M,6,1610
2555,F,Ship,3,2,251,4,high,F,7,4038
2556,D,Road,4,3,192,4,high,F,1,5669
2557,F,Ship,6,1,293,4,low,F,10,1534
2558,C,Ship,4,2,271,3,low,F,19,2693
2559,F,Flight,3,3,246,3,low,M,27,3648
2560,F,Road,5,2,204,5,low,M,3,5723
2561,F,Road,3,1,252,2,low,M,9,5050
2562,B,Flight,3,2,272,3,medium,F,40,3766
2563,F,Ship,7,3,308,5,medium,M,10,1152
2564,C,Ship,3,1,221,3,high,M,1,4948
2565,F,Ship,4,1,161,3,low,M,59,1454
2566,C,Flight,5,1,220,3,medium,M,8,5727
2567,D,Ship,3,5,270,6,medium,F,9,4195
2568,F,Road,3,2,254,2,medium,F,10,5608
2569,D,Flight,4,3,247,4,low,F,19,3838
2570,A,Ship,2,1,96,2,high,F,9,4449
2571,D,Ship,3,3,160,4,medium,M,58,1496
2572,F,Flight,5,2,265,3,medium,F,33,2734
2573,A,Ship,4,2,247,4,high,F,9,4588
2574,C,Ship,3,1,257,2,medium,F,2,5815
2575,F,Ship,3,2,182,2,low,F,40,2592
2576,B,Flight,6,5,301,4,low,F,3,1958
2577,C,Ship,4,1,211,2,medium,F,44,3099
2578,C,Ship,4,1,168,2,medium,F,1,5698
2579,A,Ship,3,1,235,10,low,M,7,2991
2580,B,Ship,3,5,155,4,low,M,6,5386
2581,A,Ship,2,5,127,3,low,M,44,1341
2582,C,Ship,7,5,256,4,medium,M,4,1139
2583,B,Flight,3,3,223,2,medium,M,30,3622
2584,B,Flight,3,5,210,3,low,M,6,5566
2585,F,Ship,3,3,250,2,medium,F,4,4380
2586,F,Ship,5,5,136,3,low,M,4,4218
2587,F,Ship,2,5,148,3,high,F,11,1502
2588,B,Flight,4,5,257,3,medium,M,5,4180
2589,F,Ship,2,2,240,3,low,M,53,2980
2590,D,Ship,3,1,169,2,medium,F,19,1183
2591,F,Ship,6,3,98,6,low,M,9,4787
2592,A,Ship,4,5,251,2,medium,F,8,5232
2593,F,Flight,4,2,107,2,low,F,8,4460
2594,F,Ship,3,4,156,3,medium,M,6,5255
2595,A,Ship,6,2,269,4,medium,M,38,3171
2596,B,Ship,3,5,207,4,low,F,45,3770
2597,F,Flight,4,4,261,3,medium,M,2,4140
2598,F,Ship,3,5,178,3,low,F,7,4135
2599,A,Ship,4,2,258,7,medium,M,3,4538
2600,A,Ship,3,2,137,3,low,F,4,5617
2601,F,Ship,5,5,243,3,medium,M,3,5700
2602,A,Ship,3,5,170,7,low,F,7,4373
2603,F,Ship,4,2,253,5,medium,F,3,1092
2604,F,Ship,3,1,167,2,high,F,34,1967
2605,C,Flight,5,4,167,7,medium,F,23,1691
2606,A,Road,5,2,272,5,low,M,8,1317
2607,D,Ship,3,3,167,3,medium,F,24,1111
2608,C,Road,5,5,230,2,medium,F,36,3381
2609,B,Ship,4,2,193,2,high,F,48,2371
2610,F,Ship,3,2,136,4,low,M,62,1090
2611,B,Ship,3,5,186,3,medium,M,7,4764
2612,C,Ship,4,2,175,3,medium,F,34,1005
2613,C,Ship,4,5,205,4,medium,F,5,5264
2614,C,Ship,4,2,242,3,medium,M,8,4644
2615,D,Ship,4,2,168,6,medium,F,9,4030
2616,B,Ship,6,3,280,3,low,M,7,4620
2617,F,Road,3,4,160,4,low,M,1,5341
2618,D,Ship,3,5,232,3,low,M,10,5333
2619,D,Road,6,4,275,4,low,M,10,1005
2620,A,Ship,4,4,102,3,high,F,9,5644
2621,F,Ship,6,4,151,3,low,F,10,5414
2622,C,Ship,4,1,208,7,high,M,8,2193
2623,D,Ship,3,4,98,3,low,M,5,4432
2624,F,Ship,4,3,138,3,medium,M,15,1080
2625,F,Ship,4,4,250,3,low,M,10,4505
2626,B,Road,3,1,112,5,medium,F,41,1249
2627,F,Ship,4,2,222,2,low,M,1,5028
2628,B,Road,3,1,190,3,low,F,1,5065
2629,A,Flight,4,2,166,3,low,M,5,1610
2630,D,Ship,5,4,269,3,medium,F,51,3415
2631,F,Ship,5,5,182,3,medium,F,27,3039
2632,A,Ship,2,5,231,2,low,F,10,4406
2633,F,Ship,3,1,147,2,medium,M,52,1934
2634,F,Road,5,1,236,5,medium,M,10,1961
2635,F,Ship,3,5,159,3,medium,F,1,4314
2636,D,Ship,6,3,224,6,high,M,8,5661
2637,A,Ship,3,1,250,3,low,F,7,4760
2638,C,Ship,5,4,117,3,medium,F,4,5332
2639,C,Ship,3,4,247,3,medium,M,8,5792
2640,C,Ship,3,3,133,6,low,F,10,1686
2641,F,Ship,4,2,150,3,low,M,6,5787
2642,A,Ship,4,1,153,2,low,F,1,4027
2643,B,Ship,5,5,133,10,medium,M,9,1724
2644,A,Road,4,4,153,3,low,F,27,1613
2645,F,Flight,7,2,288,4,high,M,4,1321
2646,A,Ship,3,1,150,3,medium,F,8,1745
2647,C,Ship,3,3,216,8,medium,M,4,5329
2648,C,Ship,5,5,172,2,medium,F,40,1446
2649,F,Ship,5,1,236,6,low,M,4,1123
2650,C,Ship,4,4,215,2,high,F,6,5238
2651,F,Ship,5,3,172,3,medium,F,3,4056
2652,C,Ship,5,4,241,5,medium,M,1,1924
2653,F,Ship,2,2,176,5,low,F,55,1211
2654,F,Ship,5,5,155,3,medium,F,6,4109
2655,C,Road,4,3,268,5,medium,M,7,1932
2656,F,Ship,3,1,180,3,low,F,10,5633
2657,C,Ship,4,3,241,2,medium,M,3,4636
2658,F,Road,5,3,240,5,low,M,4,1389
2659,F,Road,4,4,224,2,low,F,3,4817
2660,D,Flight,3,4,156,4,medium,F,7,1492
2661,F,Ship,5,2,248,5,low,M,4,1284
2662,C,Flight,6,3,274,4,low,M,2,1833
2663,F,Flight,7,3,306,4,medium,M,4,1739
2664,C,Road,3,3,190,3,medium,M,2,4468
2665,D,Ship,3,5,160,2,medium,F,41,1495
2666,C,Ship,3,1,173,3,low,F,3,4453
2667,F,Ship,4,1,133,2,medium,M,8,4277
2668,A,Flight,6,4,284,4,low,F,9,1436
2669,B,Road,3,4,211,3,high,M,1,5144
2670,A,Ship,4,2,231,5,low,F,2,1465
2671,B,Ship,3,3,272,3,low,M,2,4059
2672,F,Ship,5,5,180,4,high,M,10,1200
2673,C,Ship,3,3,255,2,low,M,8,5955
2674,A,Ship,4,2,218,2,low,M,4,4299
2675,C,Ship,4,2,193,2,medium,F,1,5909
2676,D,Ship,3,5,222,3,low,M,4,5149
2677,A,Flight,4,4,264,3,high,M,59,2020
2678,F,Flight,6,3,266,4,low,F,9,1876
2679,F,Flight,5,1,248,4,low,F,6,1944
2680,F,Ship,3,2,203,2,medium,F,39,3845
2681,A,Road,3,1,146,5,low,M,10,1737
2682,D,Ship,4,4,174,2,medium,F,2,5892
2683,C,Ship,5,4,242,5,low,F,4,1155
2684,F,Ship,3,3,138,6,medium,M,49,1078
2685,C,Ship,4,3,260,4,low,F,5,5307
2686,C,Ship,3,2,243,3,medium,F,8,4093
2687,C,Ship,2,4,139,8,medium,F,62,1180
2688,F,Ship,4,1,270,10,medium,F,5,5494
2689,F,Ship,5,3,245,4,high,M,8,4129
2690,D,Ship,5,3,274,5,medium,M,7,1696
2691,D,Road,3,4,244,3,low,F,46,2844
2692,F,Flight,3,1,202,2,medium,F,10,4412
2693,F,Flight,4,5,275,6,medium,M,10,1400
2694,F,Ship,6,1,275,4,low,F,5,1228
2695,A,Ship,3,3,173,5,medium,F,10,5840
2696,D,Ship,4,5,143,8,low,M,38,1095
2697,B,Ship,2,5,132,3,low,M,18,1759
2698,A,Road,4,2,160,3,low,M,64,1714
2699,C,Flight,4,2,237,2,medium,F,6,2965
2700,C,Ship,2,5,156,2,low,M,2,1750
2701,A,Flight,3,4,215,2,low,F,8,5683
2702,C,Ship,3,5,139,2,low,F,7,4449
2703,A,Ship,6,2,282,4,medium,M,8,1553
2704,F,Flight,2,3,257,4,medium,F,52,2073
2705,B,Ship,6,2,254,5,low,M,7,1638
2706,A,Ship,6,4,292,4,medium,M,5,1793
2707,D,Road,5,3,222,2,medium,M,3,4460
2708,F,Road,5,5,221,3,medium,M,9,5295
2709,F,Ship,3,1,196,3,low,M,10,4546
2710,F,Ship,4,5,246,5,low,F,2,1024
2711,B,Ship,4,3,210,2,medium,M,22,3124
2712,D,Flight,3,4,225,2,high,M,5,5997
2713,F,Ship,4,1,270,2,low,M,4,4369
2714,D,Ship,4,5,273,3,medium,M,2,4374
2715,F,Ship,4,1,137,4,high,M,15,1391
2716,F,Road,5,1,201,3,low,M,4,5166
2717,F,Road,4,4,139,3,high,F,64,1415
2718,A,Ship,4,5,258,5,medium,M,2,1481
2719,F,Ship,3,5,164,3,medium,F,43,1423
2720,F,Flight,5,1,262,6,medium,M,1,1696
2721,D,Ship,3,5,206,2,low,F,4,4080
2722,A,Ship,5,1,233,5,medium,F,6,1631
2723,A,Ship,3,2,133,3,medium,M,1,5026
2724,F,Ship,6,5,305,4,low,F,6,1787
2725,A,Road,4,3,134,2,low,F,2,4522
2726,A,Ship,6,2,257,4,medium,M,2,1012
2727,B,Ship,3,4,160,2,medium,M,32,1085
2728,B,Ship,5,2,244,3,low,M,2,4198
2729,C,Flight,3,1,255,7,low,F,3,4477
2730,F,Ship,4,5,213,4,low,M,39,2381
2731,B,Ship,5,2,240,6,medium,F,2,1852
2732,B,Ship,2,4,248,3,low,F,7,4142
2733,A,Ship,7,3,267,4,medium,F,10,1548
2734,B,Flight,3,3,158,3,low,M,1,5502
2735,F,Flight,4,1,124,2,medium,M,22,1714
2736,D,Flight,5,2,223,3,low,F,51,3687
2737,F,Road,3,5,170,3,low,F,5,5064
2738,C,Ship,3,1,142,4,low,M,4,1583
2739,C,Ship,3,1,187,4,medium,M,42,3621
2740,A,Ship,4,2,199,3,low,M,7,5342
2741,A,Ship,3,2,187,3,medium,F,7,5334
2742,D,Ship,7,2,296,4,low,F,6,1005
2743,F,Ship,3,4,155,2,low,M,3,5481
2744,B,Ship,4,5,226,2,high,M,2,5881
2745,A,Ship,4,2,217,6,medium,F,3,1732
2746,C,Ship,4,5,233,3,medium,F,2,4501
2747,F,Road,3,2,226,2,medium,M,45,1446
2748,C,Flight,5,3,256,2,low,M,3,4456
2749,B,Ship,5,5,229,2,medium,F,59,3844
2750,C,Ship,4,5,141,2,low,M,1,4395
2751,F,Ship,4,4,142,4,low,F,8,1777
2752,F,Ship,4,1,135,2,high,F,25,1009
2753,B,Ship,4,1,157,2,medium,F,7,4690
2754,C,Road,5,5,227,5,medium,F,3,1687
2755,F,Ship,3,4,214,2,low,M,10,4794
2756,B,Road,5,4,180,4,medium,F,7,4200
2757,C,Ship,4,4,254,4,low,F,10,4827
2758,B,Ship,6,5,282,4,low,M,5,1364
2759,D,Ship,6,5,176,4,medium,M,31,1262
2760,A,Flight,5,4,267,5,medium,F,10,1837
2761,F,Ship,2,5,228,3,low,M,8,5643
2762,C,Ship,4,3,191,3,medium,F,6,4563
2763,F,Ship,5,1,179,2,low,F,3,5417
2764,B,Ship,4,5,186,10,low,F,42,3521
2765,F,Ship,5,2,165,2,medium,F,18,1918
2766,D,Ship,4,5,197,2,medium,F,40,2710
2767,F,Ship,6,5,310,4,medium,M,1,1105
2768,F,Ship,3,2,135,2,medium,F,2,1150
2769,F,Road,4,3,134,4,low,M,3,5233
2770,F,Ship,6,5,301,5,low,M,8,1443
2771,F,Flight,5,2,217,2,medium,F,6,4120
2772,B,Ship,3,5,206,3,medium,M,39,2929
2773,C,Ship,4,3,266,3,medium,M,8,4493
2774,F,Ship,3,2,207,2,medium,F,37,2460
2775,A,Ship,3,5,271,3,low,M,2,5229
2776,B,Ship,4,4,177,3,medium,M,23,1142
2777,C,Road,6,1,295,4,medium,F,6,1611
2778,D,Flight,5,5,229,6,low,F,6,1857
2779,C,Road,5,1,257,5,medium,F,8,1128
2780,D,Ship,5,4,214,2,medium,F,1,3709
2781,B,Ship,3,5,211,2,low,F,5,5877
2782,D,Ship,5,3,150,2,high,F,9,4446
2783,A,Road,3,1,226,3,low,F,8,4002
2784,F,Ship,6,2,213,2,medium,F,7,5415
2785,A,Flight,7,2,307,4,medium,M,2,1073
2786,F,Flight,4,1,181,2,low,M,2,4154
2787,F,Ship,5,2,239,2,medium,F,59,2897
2788,F,Flight,4,5,247,5,medium,M,6,1737
2789,A,Ship,3,5,252,3,low,M,18,3701
2790,C,Ship,4,3,197,3,low,M,2,4410
2791,B,Road,3,2,170,2,low,M,2,4214
2792,C,Ship,4,4,252,4,medium,F,4,4832
2793,F,Ship,5,1,244,2,low,F,5,4125
2794,B,Flight,3,4,143,4,medium,M,5,5545
2795,D,Flight,3,1,191,2,medium,F,10,5073
2796,F,Ship,3,3,167,4,medium,M,1,5301
2797,C,Ship,3,2,158,3,high,F,59,1307
2798,A,Ship,4,3,276,4,low,F,3,3889
2799,A,Ship,4,3,258,2,low,F,3,4555
2800,C,Ship,7,3,262,4,low,F,1,1384
2801,A,Road,3,2,124,5,medium,M,10,5348
2802,C,Ship,5,2,254,2,low,F,5,4985
2803,B,Ship,4,4,141,3,low,M,22,1735
2804,C,Road,3,4,136,3,low,F,4,5368
2805,D,Ship,4,5,269,5,low,F,3,1118
2806,C,Flight,4,4,139,2,high,F,9,4446
2807,A,Flight,3,2,247,3,low,M,3,4338
2808,F,Ship,4,1,234,5,low,M,3,1134
2809,F,Ship,6,5,283,4,low,M,3,1374
2810,D,Ship,7,2,300,4,medium,F,10,1179
2811,A,Ship,5,5,269,3,low,F,5,5673
2812,A,Road,6,1,278,4,medium,M,6,1576
2813,A,Ship,6,2,247,4,medium,M,8,1941
2814,F,Road,4,3,153,7,medium,F,4,4499
2815,D,Road,4,5,154,4,medium,M,7,4938
2816,B,Ship,5,3,222,2,low,F,2,5953
2817,F,Ship,5,4,153,3,low,M,5,4711
2818,B,Ship,3,5,252,3,high,F,4,4248
2819,C,Ship,4,2,168,3,low,M,3,4653
2820,C,Road,4,4,192,3,medium,M,39,2943
2821,F,Ship,3,5,225,3,low,F,12,2721
2822,F,Road,3,3,193,2,low,M,19,3097
2823,C,Road,5,3,258,3,medium,F,1,5719
2824,A,Flight,7,1,254,4,medium,M,6,1279
2825,F,Ship,4,2,161,3,low,F,8,4382
2826,B,Ship,2,3,160,3,low,F,43,1251
2827,D,Ship,3,5,193,3,medium,M,2,4784
2828,D,Ship,3,5,167,2,medium,F,8,5083
2829,A,Ship,4,1,261,6,low,F,6,5861
2830,A,Flight,6,3,283,5,medium,M,10,1483
2831,A,Road,4,5,204,3,medium,F,4,5476
2832,F,Road,6,3,269,4,low,M,3,1006
2833,B,Ship,3,5,212,3,low,F,19,2703
2834,D,Ship,3,2,145,2,medium,F,29,1690
2835,D,Road,4,1,264,4,low,F,6,4863
2836,D,Ship,7,4,295,4,low,F,10,1217
2837,F,Ship,4,2,252,4,low,F,3,4956
2838,D,Ship,4,3,196,3,low,F,10,4194
2839,C,Road,3,3,162,2,medium,M,7,5719
2840,D,Ship,3,1,273,6,low,F,9,1198
2841,C,Ship,4,4,239,5,low,M,6,1986
2842,A,Flight,4,1,195,2,low,F,3,4165
2843,C,Flight,3,4,196,3,low,M,47,2447
2844,A,Ship,4,5,181,2,medium,M,59,2239
2845,A,Flight,5,2,260,2,medium,M,23,3962
2846,F,Ship,4,5,182,2,medium,F,10,5098
2847,F,Ship,3,3,232,3,low,F,9,5016
2848,B,Ship,7,4,291,4,high,M,4,1248
2849,F,Flight,3,4,217,3,low,F,5,4077
2850,F,Ship,3,5,164,3,high,M,10,4639
2851,A,Ship,3,3,183,5,low,F,3,1504
2852,D,Ship,6,1,280,4,medium,M,5,1431
2853,D,Ship,4,1,227,3,low,M,54,3972
2854,F,Ship,6,2,191,5,low,M,1,4314
2855,A,Ship,4,4,252,3,medium,M,1,5676
2856,C,Ship,3,2,177,3,low,F,5,5941
2857,B,Ship,3,3,110,3,low,M,7,1235
2858,D,Ship,4,4,246,3,low,M,9,5041
2859,F,Ship,4,5,169,2,low,F,10,4248
2860,F,Ship,7,5,267,4,medium,F,10,1067
2861,D,Ship,4,5,271,4,low,M,6,5078
2862,B,Ship,5,5,258,5,low,M,6,1068
2863,D,Ship,3,4,187,3,low,M,7,5417
2864,B,Ship,5,5,236,5,low,F,7,1137
2865,D,Ship,5,3,238,5,high,M,7,1848
2866,D,Ship,3,2,250,3,low,F,37,2736
2867,B,Ship,4,2,166,4,low,F,63,1759
2868,D,Ship,3,5,227,3,high,M,9,4892
2869,B,Road,3,1,166,2,medium,F,9,5853
2870,A,Road,3,1,133,3,medium,M,6,5464
2871,A,Ship,3,2,157,2,medium,M,53,1390
2872,D,Ship,5,3,257,5,medium,M,5,4183
2873,F,Ship,3,2,204,4,low,M,4,4745
2874,F,Ship,3,5,233,4,low,F,9,4541
2875,F,Ship,5,4,141,4,high,F,5,5444
2876,D,Ship,5,3,210,5,medium,M,9,5431
2877,B,Flight,3,4,200,4,medium,F,8,4944
2878,C,Ship,3,2,134,3,medium,F,54,1932
2879,C,Ship,3,2,179,8,high,M,3,4584
2880,A,Ship,7,5,192,3,low,M,46,1550
2881,F,Ship,5,2,243,6,medium,M,7,1752
2882,F,Road,5,5,218,5,low,M,5,4303
2883,B,Ship,5,5,254,5,low,M,7,1967
2884,A,Ship,4,2,210,3,low,F,9,4163
2885,C,Road,4,4,206,2,high,M,8,4093
2886,C,Ship,5,4,196,3,medium,M,2,5427
2887,B,Ship,5,5,244,3,medium,M,7,4078
2888,D,Ship,5,1,208,2,low,F,9,4887
2889,C,Ship,3,2,183,2,medium,F,6,4313
2890,C,Ship,5,3,238,5,high,M,10,1841
2891,B,Ship,5,3,213,2,high,F,27,2581
2892,C,Ship,4,2,220,2,low,F,6,5543
2893,F,Road,6,1,264,4,low,M,5,1900
2894,C,Ship,4,1,166,3,high,F,3,1453
2895,B,Ship,5,1,248,5,medium,F,5,1861
2896,C,Ship,3,5,184,3,low,F,2,4357
2897,F,Ship,4,2,151,3,medium,M,3,5154
2898,A,Flight,3,5,192,3,low,F,7,4056
2899,B,Ship,4,4,183,4,low,F,6,4562
2900,D,Flight,4,4,148,3,low,M,4,5716
2901,F,Road,4,3,240,2,medium,F,2,5588
2902,D,Ship,3,3,269,3,high,M,8,5910
2903,F,Ship,5,3,236,6,medium,M,9,3715
2904,F,Ship,2,2,259,3,low,M,6,4840
2905,A,Ship,5,5,275,4,medium,M,9,1215
2906,D,Ship,3,1,227,3,medium,M,52,3336
2907,F,Flight,5,5,225,4,high,F,3,5274
2908,F,Ship,3,2,179,2,high,F,8,5589
2909,F,Flight,3,3,175,3,low,M,2,5740
2910,F,Road,5,3,261,5,medium,M,10,1434
2911,C,Flight,6,2,148,4,low,M,56,1511
2912,C,Ship,3,3,207,3,low,M,7,4816
2913,A,Ship,4,3,139,3,low,M,64,1814
2914,F,Flight,4,5,194,2,high,M,44,2651
2915,C,Ship,3,4,216,3,low,F,41,2042
2916,A,Ship,4,3,296,3,low,M,4,1991
2917,D,Flight,3,4,183,2,low,M,5,4261
2918,D,Flight,3,3,191,4,medium,F,17,3675
2919,A,Flight,4,3,159,3,low,M,33,1330
2920,F,Ship,3,4,240,2,low,F,33,3489
2921,C,Ship,3,2,247,3,medium,M,8,5194
2922,D,Ship,5,1,186,2,high,F,52,3981
2923,C,Ship,3,4,193,2,medium,M,48,3909
2924,F,Ship,5,1,258,2,medium,F,22,3713
2925,A,Ship,5,4,209,4,low,F,10,5461
2926,B,Flight,5,5,286,4,high,F,10,1071
2927,F,Ship,3,5,257,2,medium,F,56,3711
2928,D,Ship,5,2,261,3,low,M,62,3352
2929,B,Ship,5,2,174,3,low,F,10,5973
2930,F,Ship,5,1,183,3,low,F,10,5023
2931,F,Ship,4,5,273,4,medium,F,31,2373
2932,D,Ship,5,2,241,2,medium,M,6,4741
2933,C,Ship,4,2,210,3,low,M,8,5672
2934,C,Ship,3,3,201,4,medium,M,7,2299
2935,D,Ship,3,1,221,3,medium,M,10,5696
2936,C,Ship,3,1,238,3,low,M,17,2624
2937,D,Ship,6,3,205,3,low,M,10,4996
2938,D,Ship,3,1,192,3,low,F,4,5179
2939,F,Ship,3,2,102,4,medium,M,57,1220
2940,F,Ship,5,5,184,3,low,F,5,5045
2941,F,Road,4,1,157,7,low,F,7,4385
2942,D,Ship,3,2,132,3,low,F,56,1303
2943,F,Ship,3,2,131,5,low,F,8,5084
2944,A,Road,3,3,157,3,low,F,6,5187
2945,F,Ship,4,3,161,3,medium,F,28,1809
2946,A,Ship,5,4,156,4,low,M,1,5533
2947,D,Ship,2,4,271,8,medium,F,10,4183
2948,F,Ship,3,2,208,2,low,M,41,2036
2949,C,Ship,3,1,269,2,low,F,35,3524
2950,B,Ship,6,4,254,4,low,M,9,1594
2951,D,Ship,5,4,273,6,medium,F,7,4058
2952,F,Ship,6,1,141,3,low,F,2,5144
2953,F,Road,3,1,215,6,high,M,42,3715
2954,C,Ship,6,1,236,4,low,F,10,2030
2955,F,Road,7,2,297,4,low,F,7,1383
2956,F,Road,5,5,275,3,low,F,9,1691
2957,F,Ship,3,3,134,3,medium,F,8,4950
2958,F,Road,3,5,147,3,medium,M,5,5357
2959,D,Ship,3,1,226,2,low,M,4,4804
2960,D,Ship,3,3,99,3,high,M,63,1223
2961,B,Ship,5,5,243,2,low,M,9,4669
2962,A,Flight,4,5,150,3,low,M,5,4512
2963,D,Ship,3,1,123,5,medium,F,10,4231
2964,D,Ship,3,5,195,3,medium,F,9,4224
2965,A,Ship,5,1,269,3,low,F,5,5031
2966,B,Ship,5,2,284,4,low,M,1,4171
2967,F,Flight,3,4,145,6,medium,M,57,1949
2968,B,Ship,4,5,101,6,medium,M,8,4146
2969,B,Ship,5,4,226,6,low,M,1,1327
2970,F,Ship,2,4,245,2,medium,F,3,5850
2971,C,Ship,5,2,260,3,low,M,1,4799
2972,A,Ship,3,5,270,3,high,M,1,4078
2973,F,Flight,3,5,151,2,low,F,16,1422
2974,B,Road,4,4,192,4,low,F,2,5856
2975,D,Ship,6,2,267,4,low,M,10,1580
2976,F,Ship,3,3,239,3,low,M,8,5366
2977,F,Flight,7,2,250,5,medium,M,9,1327
2978,B,Ship,5,1,256,4,medium,F,5,4970
2979,F,Ship,2,5,158,3,low,F,40,1722
2980,A,Ship,4,2,270,5,medium,M,9,1167
2981,B,Ship,3,5,193,3,medium,F,4,5817
2982,A,Ship,5,1,213,2,high,F,10,5607
2983,F,Ship,4,5,161,3,medium,F,2,5378
2984,D,Ship,4,1,161,2,high,F,41,1992
2985,B,Ship,4,4,274,2,low,F,3,4257
2986,B,Flight,3,2,153,10,high,M,2,5455
2987,F,Ship,5,3,181,3,high,M,7,5675
2988,F,Ship,4,2,280,4,low,M,9,5288
2989,D,Road,4,5,192,2,high,F,4,4518
2990,B,Flight,3,5,176,3,high,F,1,1982
2991,D,Ship,4,1,272,2,low,M,27,2030
2992,A,Flight,3,3,213,6,low,F,17,2424
2993,D,Ship,3,4,207,2,medium,M,10,4706
2994,F,Ship,5,1,257,5,low,M,9,1329
2995,D,Ship,6,4,285,4,medium,M,6,1582
2996,F,Flight,3,3,158,2,medium,M,7,4865
2997,F,Flight,3,5,173,2,low,M,14,1638
2998,A,Flight,3,4,179,2,low,M,51,1041
2999,C,Ship,4,4,216,2,medium,F,6,3255
3000,B,Ship,3,3,140,4,low,F,47,1207
3001,F,Ship,4,3,174,3,medium,M,2,4069
3002,D,Road,5,3,271,5,high,M,9,1813
3003,A,Road,4,4,184,3,high,F,27,3967
3004,D,Ship,5,1,246,3,medium,F,10,4078
3005,A,Ship,5,4,193,3,medium,M,4,5873
3006,C,Road,5,4,248,5,low,F,3,1471
3007,F,Ship,6,3,285,4,medium,F,1,1606
3008,C,Ship,4,3,186,7,medium,F,30,2062
3009,F,Flight,4,5,167,4,low,M,3,4658
3010,D,Ship,3,1,151,4,medium,M,2,5016
3011,C,Ship,3,4,247,3,low,F,9,4157
3012,D,Road,3,4,192,4,medium,M,3,4030
3013,B,Ship,3,3,135,3,medium,F,28,1329
3014,B,Ship,4,3,246,3,low,F,5,4710
3015,D,Ship,3,4,232,3,low,F,6,4050
3016,F,Flight,4,2,241,2,low,M,17,3844
3017,B,Flight,3,4,132,2,medium,M,12,1493
3018,F,Ship,5,1,248,8,low,F,2,4023
3019,D,Ship,4,4,263,3,medium,M,1,5283
3020,D,Ship,6,5,263,7,high,M,7,5216
3021,A,Ship,3,4,148,3,low,M,37,1523
3022,A,Road,3,4,148,4,medium,F,9,5301
3023,A,Ship,4,3,221,2,low,F,6,4114
3024,A,Road,3,3,150,2,medium,F,61,1053
3025,C,Ship,4,3,194,2,medium,M,4,5780
3026,B,Flight,6,5,113,3,high,M,31,1037
3027,C,Road,6,5,264,4,low,M,1,1039
3028,D,Ship,3,5,254,3,medium,M,3,4072
3029,F,Flight,4,1,157,3,medium,M,31,1712
3030,A,Ship,5,1,217,2,medium,M,6,5518
3031,D,Ship,3,5,172,2,medium,M,60,1840
3032,B,Ship,3,1,177,3,medium,M,61,1880
3033,B,Road,5,4,199,5,medium,F,6,4417
3034,F,Road,4,1,252,3,low,M,4,5119
3035,F,Ship,4,3,238,2,low,M,7,5808
3036,B,Ship,5,2,229,3,low,F,3,4916
3037,B,Road,6,5,154,2,high,M,7,4359
3038,F,Flight,4,3,132,4,medium,M,10,1767
3039,C,Road,3,1,260,2,medium,F,6,4332
3040,A,Road,5,1,142,4,medium,F,2,4735
3041,B,Ship,6,4,221,5,low,M,9,4360
3042,C,Ship,3,3,146,3,medium,F,4,5384
3043,F,Road,7,3,274,5,low,F,9,1764
3044,F,Ship,4,3,239,3,low,F,28,2741
3045,B,Ship,3,1,158,5,low,M,4,1171
3046,F,Road,3,2,140,3,low,F,42,1465
3047,F,Ship,6,5,304,4,low,F,6,1864
3048,F,Road,4,2,204,4,low,F,35,2725
3049,D,Road,7,1,269,5,medium,F,5,1402
3050,F,Ship,3,4,171,3,low,M,10,4839
3051,A,Road,4,4,235,3,low,F,17,3715
3052,F,Ship,4,3,151,3,medium,F,6,5379
3053,B,Flight,4,3,225,8,low,M,8,4718
3054,B,Ship,5,1,245,5,low,M,9,1694
3055,C,Ship,6,3,301,5,low,F,2,1452
3056,B,Ship,2,5,189,5,low,M,3,5292
3057,B,Ship,4,4,146,10,low,M,1,4351
3058,F,Flight,2,4,258,3,medium,M,7,5736
3059,A,Ship,5,1,258,3,medium,F,8,5694
3060,B,Ship,3,4,156,2,medium,F,10,5107
3061,F,Ship,3,5,264,4,medium,F,8,4324
3062,B,Ship,5,3,162,4,medium,M,38,1407
3063,D,Ship,5,3,162,2,low,F,14,1045
3064,F,Road,5,5,284,6,low,M,9,3912
3065,D,Ship,3,2,200,3,low,M,46,3642
3066,F,Flight,5,3,146,3,low,M,41,1204
3067,B,Road,4,2,177,3,low,F,4,4550
3068,D,Ship,3,4,230,3,high,F,22,3546
3069,A,Road,4,5,234,4,medium,M,9,5769
3070,A,Road,4,4,253,2,low,F,6,5892
3071,A,Ship,2,2,140,3,low,F,19,1806
3072,B,Ship,3,1,175,3,medium,F,9,5797
3073,B,Ship,4,1,232,5,medium,F,7,1899
3074,D,Ship,6,5,254,4,high,F,10,1217
3075,F,Ship,4,2,214,6,medium,M,9,4736
3076,C,Flight,3,4,202,4,high,M,20,3655
3077,A,Flight,3,5,265,10,low,M,6,4380
3078,C,Ship,3,5,188,4,medium,M,3,4033
3079,D,Flight,6,5,299,4,low,M,2,1192
3080,A,Ship,4,1,200,4,medium,M,3,5837
3081,F,Road,2,2,145,3,medium,F,5,6102
3082,C,Flight,5,4,243,3,medium,M,4,4420
3083,B,Flight,3,3,142,3,medium,M,23,1897
